tier,BZ_id,BZ_title,TMI_id,TMI_title,title_sim,doc_sim,shared
A,B105,She daughter-in-law is transformed,S51.1,Cruel Mother-In-Law Plans Death Of Daughter-In-Law,0.519,0.371,2
A,H48,Daughters of evil spirit,F402.1.11.4,Evil Spirit's Kiss Fatal,0.519,0.434,2
A,A5,The Sun and the Moon are males,A753.3.1,Moon Deceives Sun,0.519,0.450,2
A,A6,The Sun and the Moon are females,A753.3.1,Moon Deceives Sun,0.519,0.419,2
A,B89,Owl as a king of birds,B242.1.3,Hornbill King Of Birds,0.519,0.418,2
A,I20c2,Dwarfs live at the horizon,F451.4.1.1,Dwarfs Live In Caves,0.519,0.412,2
A,B24,Transformation into wild pigs,A2545.5,Why Wild Pigs Ravage Rice-Fields,0.518,0.463,2
A,I60A,Milky Way is a stripe on belly,A151.6.1,God (Indra) Has Palace On Milky Way,0.518,0.427,2
A,I116,Milky Way is the border between the seasons,A778.2,Milky Way As A Road,0.518,0.419,2
A,L42g2,Birds destroy the trace,B33.1.3,Black Birds Destroy Crops,0.517,0.364,2
A,A2a1,The Moon was as bright as the Sun,F451.7.4,Dwarf King Has Silver Miner's Torch Bright As The Sun,0.517,0.377,2
A,K32h3,Punishment: burned alive,W152.2,Man Had Rather Be Burned Alive Than To Share Food With A Guest,0.517,0.375,2
A,K107B,Not to light a candle,E434.9,Candle Light Protection Against Ghost,0.516,0.502,2
A,K80a5,A wild boar and the fratricide,F234.1.3.1,Fairy In Form Of Wild Boar,0.516,0.403,2
A,K10D,Bird carries man to an island,B551.2,Aquatic Bird Carries Man Across Water,0.516,0.369,2
A,M90a3,Tree grows from snake,B765.26,Palm Tree Grows On Serpent's Body,0.516,0.355,2
A,A19E,The summer sun and the winter sun,D1664,Summer And Winter Garden,0.516,0.393,2
A,I116,Milky Way is the border between the seasons,A151.6.1,God (Indra) Has Palace On Milky Way,0.516,0.379,2
A,M144,The wasp nest as king’s drum,K1023,Getting Honey From The Wasp-Nest,0.516,0.414,2
A,F12,Man kills his wife with her lover’s penis,M414.9,Curse On Wife's Lover,0.516,0.396,2
A,I67,Emu and rhea in the Milky Way,A778.8,Milky Way Is Smoke (Ashes),0.516,0.377,2
A,I87D,Men in the time of giants,F531.5,Giants And Men,0.515,0.467,2
A,G21,Coconut palm from a human head,G361.1.1.1,"Monster With Two Horns, Each Having Human Head On It",0.515,0.441,2
A,K27Q,Milk of the wild beast,H1361.6,Quest For Cheese Made From Milk Of Wild White Buffaloes,0.515,0.404,2
A,K27U,Hide-and-seek,K341.26,Partridge Plays Hide-And-Seek With Girls While Fox Eats The Curds They Are Taking To Market,0.515,0.414,2
A,J41D,Strong man throws his iron cudgel and lets it fall on his head,F624.1.2,Strong Man Throws Walrus,0.515,0.414,2
A,L5A,Human head turns into celestial object,F839.4,Human Head As Weapon,0.515,0.403,2
A,K80a5,A wild boar and the fratricide,C619.2,Tabu: Going Into Wild Boar's Haunt,0.515,0.410,2
A,M39e1a,The iron-eating mice,B16.2.8,Giant Man-Eating Mice,0.515,0.399,2
A,G21,Coconut palm from a human head,B25.2,Dog With Human Head,0.515,0.486,2
A,I25b1,They use their own hair instead of a rope,D2083.3.2,Witch Transfers Milk From Another's Cows By Use Of Hair Rope,0.514,0.368,3
A,K37D,Recognized by traces of teeth,F420.1.7,Water-Spirits Appearing Like Human Beings Are Recognized By Traces Of Water,0.514,0.427,2
A,A46a,The Sun and Moon are eyes of a deity,A738.2.1,Religious Sun And Moon,0.514,0.379,2
A,F26,Origin of menses: sacred objects lost,V130,Other Sacred Objects Connected With Worship,0.514,0.468,2
A,I67,Emu and rhea in the Milky Way,A778.1.1,Milky Way Is The Wild Hunt,0.513,0.419,2
A,K27Z,Game of chance for life and death,N4.2,Playing Game Of Chance (Or Skill) With Uncanny Being,0.513,0.446,2
A,A46a,The Sun and Moon are eyes of a deity,A736.1.3,Sun And Moon As Lovers,0.513,0.381,2
A,A2E,The Sun and the Moon are cut off heads,A755.4,Moon Cut In Two By Sun: Hence Waxes And Wanes,0.513,0.485,3
A,A47,The Sun is born from an egg,A511.1.9,Culture Hero Born From Egg,0.513,0.475,2
A,K27Q,Milk of the wild beast,B291.3,Wild Beast As Messenger,0.513,0.386,2
A,J19c,The pulled out tongue,K825.1,Cormorant's Tongue Pulled Out By Putting Louse On It,0.512,0.463,2
A,G21,Coconut palm from a human head,B29.2.1,Serpent With Human Head,0.512,0.432,2
A,K27U,Hide-and-seek,H375.1,Game Of Hide And Seek With Seven Princesses To Determine Which Is To Be Hero's Wife,0.512,0.429,2
A,E41,Smith kneads iron with his bare hands,F628.1.3.2,Child Tears To Pieces A Live Snake With His Bare Hands,0.511,0.386,2
A,J32a1,The night wreckers are horses,F366.2,Fairies Ride Mortal's Horses At Night,0.511,0.488,2
A,J41D,Strong man throws his iron cudgel and lets it fall on his head,F624.2.0.1,Strong Man Throws Enormous Stone,0.511,0.371,2
A,B89,Owl as a king of birds,B242.1.4,Pelican As King Of Birds,0.510,0.410,2
A,D11,Food baked in armpits,C152.3.1,Pregnant Woman Not To Eat Food Baked Overnight,0.510,0.351,2
A,B70,Ears of the hare,K1018,Hare Flatters Other Animals Into Letting It Bite Off Their Ears,0.509,0.395,2
A,K80a5,A wild boar and the fratricide,M397,Prophecy: Hunters Will Encounter Certain Wild Boar,0.509,0.408,2
A,M196A,Corpses that became to speak,J2311.9,"Foolish Peasants Carry Couple To Burial; When ""Corpses"" Speak They Flee In Terror",0.509,0.351,2
A,L63,Person eats with vagina or anus,G51,Person Eats Own Flesh,0.509,0.364,2
A,L102A,Escape from the sea-gull husband,B541.1,Escape From Sea On Fish's Back,0.509,0.370,2
A,I134,Long neck on the Milky Way,A778.10,Abyss At End Of Milky Way,0.509,0.432,2
A,I84,Milky Way is a snow-shoes track,A778,Origin Of The Milky Way,0.509,0.459,2
A,M29B,"Trickster-fox, jackal or coyote",J1117.2,Coyote As Trickster,0.508,0.490,2
A,A32d1,Cain and Abel in the Moon,F839.3,Cain Slays Abel With Bone Of A Camel,0.508,0.456,2
A,A46a,The Sun and Moon are eyes of a deity,A736.6,Sun And Moon As Friends,0.508,0.384,2
A,B33d1,Days of week are (demonic) persons,N128.0.1,Days Of The Week On Which Certain Tragic Deaths Occurred,0.508,0.396,2
A,K27n3c2,The antagonist is father-in-law in guise of a bear,K2218.2,Treacherous Father-In-Law,0.508,0.387,2
A,K172,Deaf bride without hands and feet,D1518.2,Root Restores Amputated Hands And Feet,0.508,0.377,2
A,K80a6,Speaking pipe made from a recently grown plant,D1610.3,Speaking Plant,0.508,0.439,2
A,K30A,The chief’s wife and vultures,T55.2,Servant-Girl Helps Prince If He Will Make Her Chief Wife,0.508,0.385,2
A,H14,Woman flies back to the land of the dead,E481.6.3,Land Of Dead In East,0.508,0.380,2
A,K33H,"The cat, the dog and the magic object",A2281.3,Why Cat And Dog Fight: Dog Ate Up Cat's Part In Master's Reward,0.508,0.360,2
A,L100B,Forgotten fiancée,D2006.1.4,Forgotten Fiancée Buys Place In Husband's Bed And Reawakens His Memory,0.507,0.380,2
A,L37b4,The magic medicine is in the body of a dog,D1561.1.4,Magic Medicine Brings Success,0.507,0.364,2
A,A2E,The Sun and the Moon are cut off heads,A738.2.1,Religious Sun And Moon,0.507,0.473,2
A,H12C,Orpheus: to return the dead wife,E366,Return From Dead To Give Counsel,0.507,0.411,2
A,M3B,Hare’s tail is cut off,R231.2.1,Helpful Animal's Tail Cut Off So Pursuers Who Hang Onto Tail Are Shaken Off Into River,0.507,0.351,2
A,F82,Incest with mother-in-law,C171,Mother-In-Law Tabu,0.507,0.376,2
A,K32h1,Punishment: rolled down a hill in a barrel,K866,Fatal Game: Rolling Down Hill On Barrel,0.507,0.363,2
A,A2E,The Sun and the Moon are cut off heads,A736.1.3,Sun And Moon As Lovers,0.507,0.474,2
A,K49,The dead mother visits her child,E323.1.1,Dead Mother Returns To Suckle Child,0.506,0.371,3
A,J35,Helpful tree-frog,B493.1,Helpful Frog,0.505,0.506,2
A,I36,"Thunder and lightning are relatives, spouses or in-laws",G303.17.2.5,Devil Retreats Into Hell Amid Thunder And Lightning,0.506,0.409,2
A,K107B,Not to light a candle,J1943,Examining The Sundial By Candle-Light,0.506,0.433,2
A,K107A,Iron shoes to be worn out,F1015.1,Shoes Miraculously Worn Out,0.505,0.352,2
A,I41B,Rainbow drinks water,G346.4,Evil Spirit Drinks Water Supply Dry,0.505,0.357,2
A,H14,Woman flies back to the land of the dead,E481.6.1,Land Of Dead In North,0.504,0.379,2
A,H14,Woman flies back to the land of the dead,E481.6.2,Land Of Dead In West,0.504,0.377,2
A,L55,Monster killed with hot liquid,K952,Animal (Monster) Killed From Within,0.504,0.480,2
A,B89,Owl as a king of birds,B242.1.10,Ziz As King Of Birds,0.504,0.405,2
A,B89,Owl as a king of birds,B242.1.5,Shrike As King Of Birds,0.504,0.405,2
A,A47,The Sun is born from an egg,F611.1.11,Strong Hero Born From Egg,0.503,0.467,2
A,K102a4,Wolf on the opposite bank,F1071.1,Crossing A River With Help Of A Fig Tree Whose Branches Touch The Opposite Bank,0.503,0.407,2
A,M39H,Husband pretends to become blind (The faithless wife),K1516.6,The Faithless Wife Asks Her Gullible Husband How He Would Act If He Were Blind,0.503,0.357,4
A,A2A,The sun is a source of distructive heat,A733.5,Sun Dries Out Earth With Its Heat,0.503,0.421,2
A,F26,Origin of menses: sacred objects lost,V150,Sacred Objects -- Miscellaneous,0.503,0.401,2
A,I22D,Water of immortality behind clashing rocks,H1525,Clashing Rocks Test: Hero To Pass Between Them,0.503,0.461,2
A,C6,Valuables brought from the lower world,F98.1,Trip To Lower World On Tiger,0.503,0.371,2
A,K88,The two travellers (Truth and Falsehood),D1316.6,Magic Goblet (Cup) Indicates Truth Or Falsehood,0.503,0.352,2
A,K102C,"Changing his appearance, the hero returns magic object that was stolen from him",D861.2,Magic Object Stolen By Neighbor,0.502,0.382,3
A,A2E,The Sun and the Moon are cut off heads,A736.6,Sun And Moon As Friends,0.502,0.478,2
A,I134,Long neck on the Milky Way,A778.2,Milky Way As A Road,0.501,0.415,2
A,A8A,"The Sun, the Moon and the star: released by the hero",A736.11,Contest Between Sun And Moon,0.501,0.386,2
A,I59b3,Milky Way is the way of salt traders,A778.3,Milky Way As A River,0.501,0.412,2
A,F52,Pubic hair for a bird’s crest,J1772.4.1,Pubic Hair Of Ardent Husband's Wife Thought To Be Calf's Tail By Peasant In Tree,0.501,0.381,2
A,B33d1,Days of week are (demonic) persons,N127.0.1,Different Kinds Of Luck Attending Persons Born On The Several Days Of The Week,0.500,0.392,3
A,H14,Woman flies back to the land of the dead,E481.8.3,Venus As Land Of Dead,0.500,0.375,2
B,I81B,Haribda (the origin of tides),A913,Origin Of Tides,1.000,0.646,1
B,A32D,Man in the Moon,A751.10.1,Joshua As Man In The Moon,1.000,0.480,1
B,B86,Babylonian tower,F772.2.5,Dolorous Tower,1.000,0.362,1
B,F45,The Amazons,F565.1,Amazons,1.000,0.730,1
B,H9A,Who will give birth the first,T541.15,Birth Through The Back,1.000,0.458,1
B,H11,The call of God,V201,God,1.000,0.496,1
B,H11,The call of God,A493,God Of Fire,1.000,0.496,1
B,H11,The call of God,J2499.5,"""God Is Everywhere",1.000,0.381,1
B,I20,The undeground dwarfs,F451.3.4.1,Dwarfs As Artificers,1.000,0.410,1
B,I20,The undeground dwarfs,F451.3.6,Dwarfs Are Sensitive,1.000,0.410,1
B,I20,The undeground dwarfs,F451.3.12.2,Dwarfs Are Sensible,1.000,0.410,1
B,I20,The undeground dwarfs,F451.3.10,Dwarfs Are Droll,1.000,0.410,1
B,I20,The undeground dwarfs,F451.3.16,Dwarfs Are Artful,1.000,0.410,1
B,J13,Two sisters,P252.1,Two Sisters,1.000,0.710,1
B,J13,Two sisters,P252.6,Ten Sisters,1.000,0.710,1
B,J13,Two sisters,P252.2,Three Sisters,1.000,0.710,1
B,J13,Two sisters,P252,Sisters,1.000,0.710,1
B,J13,Two sisters,P252.5,Nine Sisters,1.000,0.710,1
B,J13,Two sisters,P252.4,Eight Sisters,1.000,0.710,1
B,J22B,Two women from one,A1372.1,Why Women Are Prattlers,1.000,0.410,1
B,J22B,Two women from one,A1372.3,Why Women Are Roving,1.000,0.410,1
B,K29B,Posthole murder,S113.2,Murder By Suffocation,1.000,0.359,1
B,K54,Two giants,F531.1.10,Fire Giants,1.000,0.542,1
B,K100f1,The wild man,F567,Wild Man,1.000,0.449,1
B,L37a2,Who will become the ferryman,P413,Ferryman,1.000,0.512,1
B,L81,Demon’s fire,F493.1.2,Demon Of Colic,1.000,0.355,1
B,L134,The third wave,J1875.3,The Homesick Wave,1.000,0.451,1
B,D2,Woman gives birth to the fire,T554,Woman Gives Birth To Animal,0.958,0.569,1
B,D2,Woman gives birth to the fire,T554.10,Woman Gives Birth To A Bird,0.942,0.656,1
B,M29Z,The Beardless,F545.1.0.1,Beardless Man,0.939,0.527,1
B,M49,Man in a skin of another,A1319.14,Origin Of Man's Skin,0.932,0.446,1
B,L134,The third wave,D911.1,Magic Wave,0.929,0.432,1
B,D2,Woman gives birth to the fire,T554.7,Woman Gives Birth To A Snake,0.929,0.549,1
B,D2,Woman gives birth to the fire,T556,Woman Gives Birth To A Demon,0.916,0.628,1
B,F34,Land animal paramour,B610,Animal Paramour,0.907,0.405,1
B,E1a1,Becoming sodden under the rain (origin of cripples),A1338.1,Origin Of Cripples,0.906,0.631,1
B,D2,Woman gives birth to the fire,T554.8.1,Woman Gives Birth To Toad,0.903,0.625,1
B,A23D,Who will be the first in the calendar cycle?,A1689.7,Origin Of The Russian Calendar,0.896,0.381,1
B,M29Z,The Beardless,Z257,Beardless Hero,0.895,0.715,1
B,K65F,With which eye do you see?,D993,Magic Eye,0.887,0.426,1
B,J13,Two sisters,R157,Sisters Rescue Sisters,0.882,0.487,1
B,J22C,The double woman,K2030,Double Dealers,0.878,0.535,1
B,K60C,"Touchy with king, patient with stableman",J2489.5,"""Quieting The Patient",0.876,0.388,1
B,D13F,Laughter and fire,A489.4,God Of Laughter,0.874,0.474,1
B,C22,The drought,Q552.3.3,Drought As Punishment,0.873,0.538,1
B,D2,Woman gives birth to the fire,T555.1.1,Woman Gives Birth To Pumpkin,0.873,0.599,1
B,M191,Cat and wild animals,B845,Wild Animals Herded,0.872,0.448,1
B,D13F,Laughter and fire,A1399.1,Origin Of Laughter,0.868,0.467,1
B,C25B,A spinner in the Moon,P451,Spinner,0.867,0.412,1
B,J47B,The two ropes,F51.0.2,Four Sky-Ropes,0.865,0.372,1
B,K65c2,Man and tiger among several sons,B26,Man-Tiger,0.862,0.496,1
B,K100D,Helpful animal becomes a prince,B341,Helpful Animal's Injunctions Disobeyed,0.859,0.645,1
B,K100D,Helpful animal becomes a prince,B300,Helpful Animal,0.859,0.513,1
B,I27B,Dog as a ferryman,P413,Ferryman,0.855,0.423,1
B,M85,The fox bluffs,K1760,Other Bluffs,0.855,0.376,1
B,K103B,Cow the spinner,P451,Spinner,0.854,0.427,1
B,M197E,The unknown animal,J1736,Fools And The Unknown Animal,0.853,0.388,1
B,E9H,Dove-wife,A2426.2.8,Why Dove Coos,0.852,0.595,1
B,E9i3,Goose-wife,B712,Barnacle Goose,0.849,0.507,1
B,I22H,The pulsating precipice,H1535,Precipice Test,0.848,0.398,1
B,I87F,Suicide of the Narts,A310.4,God Of Suicide,0.848,0.446,1
B,K100H,The gratitude test,W27,Gratitude,0.843,0.388,1
B,I87F,Suicide of the Narts,M451.1,Death By Suicide,0.841,0.443,1
B,K76D,Son the hedgehog,A2426.1.4,The Hedgehog's Cry,0.838,0.460,1
B,M3,Chain of animals,F863.1,Unbreakable Chain,0.838,0.402,1
B,K47B,Dog turns into handsome man,F575.2,Handsome Man,0.837,0.489,1
B,B22A,Lads and tapir,A1889.1,Creation Of Tapir,0.837,0.508,1
B,L85A,One-sided child,F525.1,One-Sided Man,0.834,0.436,1
B,D7a,Fire and spider,A2091,Origin Of Spider,0.834,0.353,1
B,M185,On the tail of the fast one (animals),B251.5,Animals Fast,0.831,0.602,1
B,A2,Several suns,F961.1.3,Several Suns In Sky,0.830,0.534,1
B,D7,Fire and toad,A2161,Origin Of Toad,0.826,0.382,1
B,F9B,Piranha in vagina,F547.5,Extraordinary Vagina,0.824,0.552,1
B,B42I,Cassiopea is the deer,B241.2.10,King Of Deer,0.824,0.538,1
B,F91,A worm-breeder,A828.1,Earth Excreted By Worm,0.822,0.409,1
B,K58,Construction of watercause,V211.4,Construction Of The Cross,0.821,0.421,1
B,I82H,Venus’ name is Čolpan,F131.1,Mountain Of Venus,0.819,0.379,1
B,B22A,Lads and tapir,B611.8,Tapir Paramour,0.819,0.498,1
B,D9,Fire and vulture,B602.4,Marriage To Vulture,0.819,0.424,1
B,K75a2,The gardener,K1816.1,Gardener Disguise,0.817,0.546,1
B,I35A,Old woman’s thunder,F571.3,Very Old Woman,0.815,0.470,1
B,E1C,Person of excrements,D1002,Magic Excrements,0.815,0.475,1
B,D6A,Fire and crocodile,B875.2,Giant Crocodile,0.813,0.450,1
B,M106c,My name is “For the Guests”,P324.3,Guests' Life Inviolable,0.813,0.363,1
B,B42I,Cassiopea is the deer,A1875,Origin Of Deer,0.813,0.522,1
B,D9,Fire and vulture,B455.1,Helpful Vulture,0.812,0.417,1
B,H36hh,Death and the frog,A2412.5.2.1,Why Frog Is Spotty All Over,0.810,0.504,1
B,K47C,Origin of dogs,B731.6.0.1,Polychromatic Dogs,0.809,0.450,1
B,K33c2,Girl from the pomegranate,D981.12,Magic Pomegranate,0.809,0.598,1
B,D9,Fire and vulture,A1931,Creation Of Vulture,0.809,0.415,1
B,I46A,Old woman’s rainbow,F571.3,Very Old Woman,0.807,0.514,1
B,C19,Acquisition of the sun,A1436,Acquisition Of Vehicles,0.806,0.488,1
B,C19,Acquisition of the sun,A1427,Acquisition Of Spiritous Liquors,0.806,0.488,1
B,N28B,Ladder to the sky,F848.4,Ladder Of Fire,0.806,0.499,1
B,A32D,Man in the Moon,X1851,Man In Moon Lets Himself Down,0.805,0.482,1
B,L85,One-sided people,F525.1,One-Sided Man,0.805,0.436,1
B,K12A,A strained bow,F836,Extraordinary Bow,0.803,0.358,1
B,B33D,The old woman of winter,F571.3,Very Old Woman,0.802,0.373,1
B,K75a2,The gardener,K2257,Treacherous Gardener,0.799,0.531,1
B,A32I,A shepherd in the moon,P412,Shepherd,0.799,0.389,1
B,D6A,Fire and crocodile,G354.2,Crocodile As Ogre,0.798,0.444,1
B,J22E,Placenta person,A1313.5,Origin Of Placenta,0.797,0.686,1
B,I13C,Snake’s crown,F828.2,Crown Of Fire,0.797,0.506,1
B,D9,Fire and vulture,B211.3.8,Speaking Vulture,0.796,0.408,1
B,I38,The dog-heads,V1.10.2,Cult Of Heads,0.795,0.519,1
B,F91,A worm-breeder,B491.4,Helpful Worm,0.793,0.388,1
B,D6A,Fire and crocodile,B604.3,Marriage To Crocodile,0.792,0.439,1
B,B42N,Orion is one person,A772,Origin Of Orion,0.791,0.519,1
B,I120,Cornucopia,B115.1,Ear-Cornucopia,0.791,0.455,1
B,I50C,Šarabkha (animal with legs on its back),A2371.1,Origin Of Animal's Legs,0.790,0.517,1
B,C31,The wise hedgehog (cosmology),A2426.1.4,The Hedgehog's Cry,0.790,0.513,1
B,I103,The dog star,D1314.13.1,Star Of Bethlehem,0.789,0.571,1
B,A19c1,The sun cart,D1112,Magic Cart,0.789,0.388,1
B,E38A,Woman gives birth to many embryos,T554,Woman Gives Birth To Animal,0.789,0.418,1
B,M7B,The last one is chosen,V317,The Chosen People,0.788,0.368,1
B,K64,Escape from Polyphemos’ cave,K607.1,The Cave Call,0.786,0.353,1
B,F56A,Shavings into the fire,D475.1.2,Transformation: Shavings To Gold,0.786,0.371,1
B,K14c1,Treasure in pomegranate,D981.12,Magic Pomegranate,0.785,0.513,1
B,F9F,Asmodeus,F402.2.1,King Of Demons (Asmodeus),0.785,0.480,1
B,B15,River from woman’s body,F891.1,Woman's Body Used As Still,0.784,0.370,1
B,D6A,Fire and crocodile,B491.3,Helpful Crocodile,0.784,0.430,1
B,H52,The land of immortality,D1850,Immortality,0.784,0.371,1
B,I35B,The bronze sky,F521.3.1,Man Of Bronze,0.783,0.602,1
B,F9B,Piranha in vagina,F547.5.3,Eye In Vagina,0.782,0.529,1
B,D6A,Fire and crocodile,A2146,Creation Of Crocodile,0.781,0.427,1
B,K100D,Helpful animal becomes a prince,B312.3,Helpful Animal(S) Bequeathed To Hero,0.780,0.485,1
B,M66,Itch after artichoke eating,A1337.5,Origin Of Itch,0.779,0.539,1
B,N39,The three-ply rope,F843,Extraordinary Rope,0.779,0.465,1
B,M182A,Wild animals stick to horse,B845,Wild Animals Herded,0.778,0.489,1
B,I87F,Suicide of the Narts,Q211.5,Suicide Punished,0.778,0.413,1
B,F40A,Husband of the first women,A1372.3,Why Women Are Roving,0.777,0.502,1
B,F40A,Husband of the first women,A1372.1,Why Women Are Prattlers,0.777,0.502,1
B,E38A,Woman gives birth to many embryos,T554.10,Woman Gives Birth To A Bird,0.776,0.481,1
B,I2,Lightning from eyes,A1141.7,Lightning From Fire,0.775,0.454,1
B,H28B,Mosquitoes from animal hair,F521.1.1,Woman With Animal Hair,0.772,0.377,1
B,M197E,The unknown animal,H1383,Quest For Unknown Animal,0.772,0.351,1
B,H6D,The lost immortality,D1850,Immortality,0.771,0.356,1
B,F91,A worm-breeder,A13.4.2,Worm As Creator,0.771,0.377,1
B,I111,The earth is a reptile,B176,Magic Reptile,0.770,0.607,1
B,I7A,The lightning- serpent,A1141.7,Lightning From Fire,0.769,0.677,1
B,F91,A worm-breeder,E618,Reincarnation As Worm,0.769,0.373,1
B,F18D,Long clitoris,A1313.2.1,Origin Of Clitoris,0.768,0.629,1
B,A32D,Man in the Moon,A751.4,Man In The Moon: Tarring Of The Moon,0.766,0.577,1
B,D7,Fire and toad,B493.2,Helpful Toad,0.766,0.355,1
B,B100,The acquisition of the sleep,A1436,Acquisition Of Vehicles,0.766,0.412,1
B,B100,The acquisition of the sleep,A1427,Acquisition Of Spiritous Liquors,0.766,0.412,1
B,L85B,Woman gives birth to disfigured child,T554,Woman Gives Birth To Animal,0.766,0.414,1
B,J34,Frightened grandmother,P292,Grandmother,0.765,0.471,1
B,K30,Flying enemy abducts woman,A753.1.1,Moon Abducts Woman,0.765,0.566,1
B,E38A,Woman gives birth to many embryos,T554.7,Woman Gives Birth To A Snake,0.765,0.403,1
B,N7,Three apples,F842.1.3,Bridge Of Apples,0.764,0.358,1
B,B62,Buzzard husband,A2435.4.5,Food Of Buzzard,0.761,0.397,1
B,F9B,Piranha in vagina,F547.5.5,Vagina As Bag,0.761,0.519,1
B,J22A,Two men from one,F911.1,Men Swallow Men,0.760,0.481,1
B,M92,Red eyelashes,A1315.6,Origin Of Eyelashes,0.760,0.573,1
B,D6A,Fire and crocodile,E614.3,Reincarnation As Crocodile,0.759,0.413,1
B,E1C,Person of excrements,A2385,Excrements Of Animals,0.759,0.448,1
B,D6A,Fire and crocodile,B613.2,Crocodile Paramour,0.759,0.417,1
B,K33c4,Girl from the vegetables,A2686,Origin Of Vegetables,0.759,0.448,1
B,I108,The Pleiades are a person,A773,Origin Of The Pleiades,0.757,0.655,1
B,K19E,Wolverine under a tree,A2435.3.5,Food Of Wolverine,0.756,0.419,1
B,J58,The arrow ladder,F848.4,Ladder Of Fire,0.755,0.368,1
B,G4,A food mountain,F759.4,Perfumed Mountain,0.755,0.434,1
B,G4,A food mountain,F759.7,Rocky Mountain,0.755,0.434,1
B,K56a8a,Kind girl returns with a handsome man,F575.2,Handsome Man,0.755,0.373,1
B,B1,Two male creators,A2.1,Three Creators,0.754,0.450,1
B,E38A,Woman gives birth to many embryos,T556,Woman Gives Birth To A Demon,0.754,0.461,1
B,E36A,Nails as a priviledged part of the body,D1252.1.2,Magic Nails,0.754,0.363,1
B,L85B,Woman gives birth to disfigured child,T554.10,Woman Gives Birth To A Bird,0.753,0.477,1
B,L81a1,Red bead in the hearth,D1147,Magic Hearth,0.753,0.545,1
B,M198B,The pretended astrologer,P481,Astrologer,0.752,0.414,1
B,K52B,Broken adze,A1446.4,Origin Of The Adze,0.752,0.551,1
B,F91,A worm-breeder,A2332.6.4,Why Worm Is Blind,0.751,0.372,1
B,I37D,Mushrooms are excrements,A2794.1,Why Mushrooms Are Slimy,0.751,0.676,1
B,D9,Fire and vulture,B291.1.8,Vulture As Messenger,0.751,0.388,1
B,N16,The ice horse,X1737.1.1,Man Under The Ice,0.746,0.353,1
B,A32D,Man in the Moon,A751.10.2,Jacob As Man In The Moon,0.746,0.499,1
B,M157a3,To milk a bull,B297.0.1,Bull Lows Musically,0.746,0.388,1
B,K6,Vine from body excretions,A433.3,God Of The Vine,0.746,0.414,1
B,L9F,Golden nose,P522.1.1,A Nose For A Nose,0.745,0.419,1
B,M29Z,The Beardless,K2275,Beardless Villain,0.743,0.591,1
B,E37,Peoples from sticks,F566,Celibate Peoples,0.743,0.478,1
B,E38A,Woman gives birth to many embryos,T554.8.1,Woman Gives Birth To Toad,0.743,0.459,1
B,L85B,Woman gives birth to disfigured child,T554.7,Woman Gives Birth To A Snake,0.742,0.400,1
B,L1c2,Hidden under the hearth,D1147,Magic Hearth,0.742,0.502,1
B,F18D,Long clitoris,F547.4,Extraordinary Clitoris,0.742,0.608,1
B,K100D,Helpful animal becomes a prince,B320,Reward Of Helpful Animal,0.742,0.461,1
B,D7,Fire and toad,B284.2,Wedding Of Toad,0.741,0.350,1
B,K124,There was a greater wonder!,F110.1,Wonder Voyages,0.741,0.545,1
B,K77b2,The goat's weapons,P553,Weapons,0.739,0.392,1
B,B116,The first book eaten up,F883.1.5,Book Made Of Sapphires,0.739,0.459,1
B,E9i1,Swan-wife,A1981,Origin Of Swan,0.738,0.442,1
B,M70A,Old woman is pierced through,F571.3,Very Old Woman,0.737,0.423,1
B,L64,Removable head,F541.11,Removable Eyes,0.736,0.539,1
B,K96,Fifty sons,A7.1,Creator Has Two Sons,0.736,0.352,1
B,K19E,Wolverine under a tree,A2455.5,Why Wolverine Is A Thief,0.735,0.406,1
B,H36B,Death and the chameleon,A2148.1,Creation Of Chameleon,0.733,0.448,1
B,L85B,Woman gives birth to disfigured child,T556,Woman Gives Birth To A Demon,0.732,0.457,1
B,K33c2,Girl from the pomegranate,F813.8,Extraordinary Pomegranate,0.731,0.541,1
B,C33B,The primordial stillness,A1414.6,Bird As Guardian Of Primordial Fire,0.731,0.594,1
B,K27z4,The trained animal of the gambler,K366,Theft By Trickster's Trained Animal,0.730,0.419,1
B,F9B,Piranha in vagina,F547.5.2,Enormous Vagina,0.729,0.499,1
B,K65c2,Man and tiger among several sons,D112.2,Transformation: Man To Tiger,0.728,0.427,1
B,K33c2,Girl from the pomegranate,E711.2.4,Soul In Pomegranate,0.728,0.541,1
B,K33c4,Girl from the vegetables,F816,Extraordinary Vegetables,0.728,0.430,1
B,E31B,Rescuers of a man,R168,Angels As Rescuers,0.727,0.354,1
B,A32M,The Gypsy Sun,K1817.5,Disguise As Gypsy,0.727,0.572,1
B,L33,Rolling stone,D561.1,Transformation By Rolling,0.726,0.415,1
B,F9B,Piranha in vagina,F547.5.6,Vagina In Forehead,0.726,0.487,1
B,A34,The fox and the Moon,A2525.3,Why Fox Is Sly,0.726,0.373,1
B,E1C,Person of excrements,D1454.5,Treasure From Excrements,0.726,0.423,1
B,M29qq,Trickster is an anteater,A1896,Creation Of Anteater,0.726,0.472,1
B,K76G,Son the crab,B178.1,Magic Crab,0.725,0.469,1
B,L11,Turtle-bench,D1151.1,Magic Bench,0.724,0.423,1
B,B42I,Cassiopea is the deer,E612.5,Reincarnation As Deer,0.723,0.462,1
